"","text","b"
"536","candy jar movie review hyperdrive",0
"537","tully movie review schmoesknow",0
"538","feel pretty movie review kermodeandmayo",1
"539","tully movie review kermodeandmayo",0
"540","lean pete movie review kermodeandmayo",1
"541","bad samaritan movie review stoned gremlin productions",-1
"542","incredibles movie review jacks channel stuff",0
"543","manhunt movie review moviecore",0
"544","tully movie review craig jamess movie capsule reviews",0
"545","stacys web log has got going ranking wishmaster films rmoviecritic",0
"546","real hero is",1
"547","real hero is",1
"548","did pick female actress doublerole play furious f uf ua",-1
"549","uc uc ud ue ub ue ue ue do not die are alive loved message was great see rishi long time definitely worth seeing",1
"550","shorts horror edition",-1
"551","commuter is up youtube channel check",0
"552","reviewing surveillance footage vhs so advanced",1
"553","liked video fast furious f uf ua",1
"554","drivein osiris child",1
"555","horror movie villains white male monstrous other typically cast normal society monster returns have revenge define social norms",-1
"556","have listen bad samaritan review",-1
"557","ben i have been years when did get so old mucho dude sitting",0
"558","liked video fast furious f uf ua",1
"559","is meticulously created handdrawn inspirations interpretations astounding style beautiful department have benefited stronger firmer hand",1
"560","said still wanted is spoilerfree review",0
"561","are celebrating th friends are just thinking",1
"562","best collection ever",1
"563","post is up youtube channel check",0
"564","plane last night watched really enjoyed",1
"565","chuck norris made first appearance overlook screen find creatures reacted",-1
"566","movie review avengers infinity war",1
"567","avengers infinity war minor spoilers s first review ve published so feedback is appreciated rmoviecritic",1
"568","love john carpenter tobe hooper watch new video classic film body bags",1
"569","review",0
"570","be check did star wars last jedi",-1
"571","be released australian cinemas part uncomplicated you",1
"572","when is admiral ackbar spin movie",0
"573","avengers war movie lives super hero hype",1
"574","watched movie how much troublesome really get awesome movie loved story script dialogues were awesome",1
"575","you birthday short magnificent obsession",1
"576","reviews bad samaritan alberta production ice blue minute movies global news saturday morning global news",1
"577","hostiles is up youtube channel check",0
"578","you you short marie antoinette",0
"579","rich when is school rock getting sequel sorry guys am just too busy watching fucking kid grow up motherfucking",-1
"580","singer succeeds continued depiction characters short attention span has never allows story slow give is plot time catch characters full ub ufef ub ufef ub ufef ub ufef",1
"581","just watched avengers war i ll keep simple s epic f uf ub",1
"582","moonrise kingdom see",0
"583","how avengers infinity war made feel tell rmoviecritic",1
"584","movie review avengers infinity war",1
"585","hits ground running beginning is s spoilerfilled review",0
"586","mary witchs flower review meari majo hana movie reviews",0
"587","fearless smart female heroes selected panel female critics best writers industry including few staff",1
"588","maze runner death cure is up youtube channel check",1
"589","frightening flix kbatz dead calm",-1
"590","f uf uc uf f uf uc uf f uf uc uf i thought overall movie was interesting wasnt poorly done i just cant grasp actress take serious i still see scary movie cant take serious anything was amazing",0
"591","avengers spoilers there s lot crash bang wallop quite funny too",1
"592","how is review heard is good movie take parents movie dateplzz suggest",1
"593","calls captivating story anticipation mystery murder here",-1
"594","here have review literally only spent minutes writing day dead bloodline",-1
"595","little pink house movie is showing nearby is well worth ticket price performance suzette kelo alone",1
"596","family movie review avengers infinity war",1
"597","film review tully touches heartstrings charlize therons moving turn",0
"598","editor understands",1
"599","tremors cold day hell review check",-1
"600","please check newest review scifi thrillerhorror chimera",1
"601","years marvel cinematic universe s been building character movie world carefully constructed culminating avengers infinity war",1
"602","did not completely hate bits work is very flawed film is step backwards",-1
"603","thank god is friday be sure subscribe watch new video",1
"604","used today see be interesting hopefully s better last week thrillerhorror movie laughing out loud",1
"605","is time follow people there is great community here",1
"606","sweet sentimental",1
"607","th be happy unrelated note check review avengers infinity war",1
