"","text","b"
"557","ben have been years when did get so old mucho dude sitting",0
"558","i liked video fast furious you",1
"559","is meticulously created hand drawn inspirations interpretations astounding style beautiful department have benefited stronger firmer hand",1
"560","said still wanted is spoiler free review",-1
"561","are celebrating th friends are just thinking",1
"562","best collection ever",1
"563","post is up youtube channel check",0
"564","plane last night watched really enjoyed",1
"565","chuck norris made first appearance overlook screen find creatures reacted",-1
"566","movie review avengers infinity war",1
"567","avengers infinity war minor spoilers first review ve published feedback is appreciated moviecritic",1
"568","love john carpenter tobe hooper watch new video classic film body bags",1
"569","review",0
"570","be check did star wars last jedi",-1
"571","be released australian cinemas part uncomplicated",1
"572","when is admiral ackbar spin movie",0
"573","avengers war movie lives super hero hype",1
"574","watched movie how much troublesome really get awesome movie loved story script dialogues were awesome",1
"575","birthday short magnificent obsession",1
"576","reviews bad samaritan alberta production ice blue minute movies global news saturday morning global news",1
"577","hostiles is up youtube channel check",0
"578","you short marie antoinette",0
"579","rich when is school rock getting sequel sorry guys am just too busy watching fucking kid grow up motherfucking",-1
"580","singer succeeds continued depiction characters short attention span has never allows story slow give is plot time catch characters full b fef b fef b fef b fef",1
"581","just watched avengers war keep simple epic",1
"582","moonrise kingdom see",0
"583","how avengers infinity war made feel tell moviecritic",1
"584","movie review avengers infinity war",1
"585","hits ground running beginning is spoiler filled review",-1
"586","mary witch flower review meari majo hana movie reviews",-1
"587","fearless smart female heroes selected panel female critics best writers industry including few staff",1
"588","maze runner death cure is up youtube channel check",1
"589","frightening flix kbatz dead calm",-1
"590","f f see f you thought overall movie was interesting wasnt poorly done i just cant grasp actress take serious still see scary movie cant take serious anything was amazing",0
"591","avengers spoilers there lot crash bang wallop quite funny too",1
"592","how is review heard is good movie take parents movie date plzz suggest",1
"593","calls captivating story anticipation mystery murder here",-1
"594","here have review literally only spent minutes writing day dead bloodline",-1
"595","little pink house movie is showing nearby is well worth ticket price performance suzette kelo alone",1
"596","family movie review avengers infinity war",1
"597","film review tully touches heartstrings charlize moving turn",0
"598","editor understands",1
"599","tremors cold day hell review check",-1
"600","please check newest review sci fuck horror chimera",-1
"601","years marvel cinematic universe been building character movie world carefully constructed culminating avengers infinity war",1
"602","did not completely hate bits work is very flawed film is step backwards",-1
"603","thank god is friday be sure subscribe watch new video",1
"604","used today see be interesting hopefully better last week horror movie laughing out loud",1
"605","is time follow people there is great community here",1
"606","sweet sentimental",1
"607","th be happy unrelated note check review avengers infinity war",1
"608","seeing movie times week today saw trailer still mind says more time more time",0
"609","is friday pm tune live wera fuck live stream",-1
"610","is friday pm tune picture lock live radioarlington live stream",0
"611","paris is up youtube channel check",0
"612","avengers infinity war spoiler review caillou pettis moviecritic",-1
"613","rbg is super documentary modern day superhero",1
"614","weisz mcadams nivola cope disobedience",-1
"615","weisz mcadams nivola cope disobedience",-1
"616","movie review avengers infinity war represent series most fragmentary calculated are many pleasures be found already invested",1
